Sentence,File
The death rate in Algeria is higher than Peru in April.,total_deaths-total_confirmed
The death rate in Latvia is higher than in Senegal in April.,total_deaths-total_confirmed
The death rate in Congo (Brazzaville) is higher than Kosovo .,total_deaths-total_confirmed
The death rate in Jordan is higher than Norway in March.,total_deaths-total_confirmed
The recovery rate in Tunisia higher than Rwanda.,total_recovered-total_confirmed
The recovery rate in Guatemala higher than in Uzbekistan.,total_recovered-total_confirmed
The recovery rate in Taiwan* higher than Pakistan.,total_recovered-total_confirmed
The death rate in Austria is higher than in Qatar .,total_deaths-total_confirmed
The death rate in Jamaica is higher than Qatar in March.,total_deaths-total_confirmed
The death rate in Albania is higher than Panama in March.,total_deaths-total_confirmed
"The recovery rate in United States higher than in Korea, South.",total_recovered-total_confirmed
The death rate in Somalia is higher than in Israel in April.,total_deaths-total_confirmed
The recovery rate in Burkina Faso higher than in Canada.,total_recovered-total_confirmed
The death rate in Slovenia is higher than in Israel in March.,total_deaths-total_confirmed
The recovery rate in Greece higher than Belarus.,total_recovered-total_confirmed
The recovery rate in Honduras higher than in Romania.,total_recovered-total_confirmed
The recovery rate in Andorra higher than in Pakistan.,total_recovered-total_confirmed
The recovery rate in World higher than in San Marino.,total_recovered-total_confirmed
The death rate in Somalia is higher than Venezuela in April.,total_deaths-total_confirmed
The death rate in Britiain is higher than Panama .,total_deaths-total_confirmed
The death rate in Antigua and Barbuda is higher than Seychelles in April.,total_deaths-total_confirmed
The death rate in North Macedonia is higher than in Dominican Republic in April.,total_deaths-total_confirmed
The recovery rate in Tanzania higher than in Ukraine.,total_recovered-total_confirmed
The recovery rate in Germany higher than Paraguay.,total_recovered-total_confirmed
The death rate in Tanzania is higher than Qatar in March.,total_deaths-total_confirmed
The death rate in Kosovo is higher than in Nepal .,total_deaths-total_confirmed
The recovery rate in Ethiopia higher than in Taiwan*.,total_recovered-total_confirmed
The death rate in Guyana is higher than Estonia .,total_deaths-total_confirmed
The recovery rate in Britiain higher than in Morocco.,total_recovered-total_confirmed
The recovery rate in Liberia higher than in Lebanon.,total_recovered-total_confirmed
The death rate in Ghana is higher than Central African Republic in April.,total_deaths-total_confirmed
The death rate in Switzerland is higher than Liechtenstein in April.,total_deaths-total_confirmed
The death rate in Romania is higher than in Panama .,total_deaths-total_confirmed
The death rate in Egypt is higher than Germany in March.,total_deaths-total_confirmed
The death rate in Belgium is higher than in Equatorial Guinea in April.,total_deaths-total_confirmed
The death rate in Tunisia is higher than in Germany in April.,total_deaths-total_confirmed
The death rate in Ethiopia is higher than Kosovo .,total_deaths-total_confirmed
The death rate in Estonia is higher than Jordan .,total_deaths-total_confirmed
The death rate in World is higher than Belarus in February.,total_deaths-total_confirmed
The death rate in Afghanistan is higher than in Rwanda in April.,total_deaths-total_confirmed
The recovery rate in Egypt higher than Israel.,total_recovered-total_confirmed
The death rate in Mexico is higher than Maldives in April.,total_deaths-total_confirmed
The death rate in San Marino is higher than in Egypt in April.,total_deaths-total_confirmed
The death rate in Bolivia is higher than in South Africa .,total_deaths-total_confirmed
The recovery rate in Qatar higher than Seychelles.,total_recovered-total_confirmed
The death rate in Liberia is higher than in Rwanda in April.,total_deaths-total_confirmed
The death rate in Kenya is higher than in Israel .,total_deaths-total_confirmed
The recovery rate in Algeria higher than Bulgaria.,total_recovered-total_confirmed
The death rate in Brazil is higher than in Kosovo in March.,total_deaths-total_confirmed
The death rate in Cameroon is higher than Central African Republic in March.,total_deaths-total_confirmed
The recovery rate in South Africa higher than Gabon.,total_recovered-total_confirmed
The recovery rate in South Africa higher than in Kuwait.,total_recovered-total_confirmed
The death rate in Croatia is higher than Guinea in March.,total_deaths-total_confirmed
The death rate in Ukraine is higher than in Guinea in March.,total_deaths-total_confirmed
The death rate in Paraguay is higher than in Bhutan in March.,total_deaths-total_confirmed
The recovery rate in Liechtenstein higher than in Saint Lucia.,total_recovered-total_confirmed
"The death rate in Korea, South is higher than in Albania in February.",total_deaths-total_confirmed
The recovery rate in Andorra higher than Nepal.,total_recovered-total_confirmed
The death rate in Guatemala is higher than in Armenia in March.,total_deaths-total_confirmed
The death rate in Paraguay is higher than Ukraine in March.,total_deaths-total_confirmed
The death rate in UK is higher than Malta .,total_deaths-total_confirmed
The recovery rate in Malaysia higher than Bahrain.,total_recovered-total_confirmed
The death rate in New Zealand is higher than United Arab Emirates .,total_deaths-total_confirmed
The recovery rate in United Kingdom higher than Saint Vincent and the Grenadines.,total_recovered-total_confirmed
The death rate in World risen between February and April.,total_deaths-total_confirmed
The recovery rate in Britiain higher than in United States.,total_recovered-total_confirmed
The recovery rate in United Kingdom higher than in Japan.,total_recovered-total_confirmed
The recovery rate in Cote d'Ivoire higher than in Liechtenstein.,total_recovered-total_confirmed
The death rate in Romania is higher than Moldova .,total_deaths-total_confirmed
The death rate in Congo (Kinshasa) is higher than Namibia in March.,total_deaths-total_confirmed
The death rate in Denmark is higher than in Kazakhstan in March.,total_deaths-total_confirmed
The death rate in US is higher than in Argentina .,total_deaths-total_confirmed
The recovery rate in Estonia higher than in Pakistan.,total_recovered-total_confirmed
The death rate in China is higher than Georgia in February.,total_deaths-total_confirmed
The death rate in Lebanon is higher than in Guinea in April.,total_deaths-total_confirmed
The recovery rate in Ukraine higher than Sri Lanka.,total_recovered-total_confirmed
The death rate in Sudan is higher than in Bhutan in April.,total_deaths-total_confirmed
The recovery rate in Philippines higher than Germany.,total_recovered-total_confirmed
The death rate in Albania is higher than China in March.,total_deaths-total_confirmed
The death rate in World is higher than in Guinea in April.,total_deaths-total_confirmed
The death rate in Ukraine increased between February and March.,total_deaths-total_confirmed
The recovery rate in United States higher than in Poland.,total_recovered-total_confirmed
The death rate in Mexico is higher than in Benin .,total_deaths-total_confirmed
The recovery rate in Benin higher than Chile.,total_recovered-total_confirmed
The recovery rate in World higher than in Kenya.,total_recovered-total_confirmed
The death rate in Afghanistan is higher than Luxembourg .,total_deaths-total_confirmed
The death rate in US is higher than in Turkey in March.,total_deaths-total_confirmed
The death rate in Mexico is higher than in Brazil in April.,total_deaths-total_confirmed
The death rate in Spain is higher than Dominican Republic in April.,total_deaths-total_confirmed
The death rate in Uruguay is higher than Israel in April.,total_deaths-total_confirmed
The recovery rate in San Marino higher than Colombia.,total_recovered-total_confirmed
The death rate in Kosovo is higher than Thailand .,total_deaths-total_confirmed
The death rate in Liberia is higher than Bangladesh .,total_deaths-total_confirmed
The death rate in Slovenia is higher than Luxembourg in April.,total_deaths-total_confirmed
The recovery rate in Moldova higher than in Liberia.,total_recovered-total_confirmed
The death rate in Canada is higher than in Benin in April.,total_deaths-total_confirmed
The death rate in Mexico is higher than Brazil .,total_deaths-total_confirmed
The death rate in Iraq is higher than Kosovo .,total_deaths-total_confirmed
The recovery rate in Lebanon higher than in Equatorial Guinea.,total_recovered-total_confirmed
The death rate in Iran is higher than Saint Vincent and the Grenadines .,total_deaths-total_confirmed
The recovery rate in Greece higher than in Monaco.,total_recovered-total_confirmed
The recovery rate in Croatia higher than Vietnam.,total_recovered-total_confirmed
The death rate in Brazil is higher than Lithuania .,total_deaths-total_confirmed
The recovery rate in Senegal higher than in Saint Lucia.,total_recovered-total_confirmed
The death rate in Saudi Arabia is higher than Holy See in April.,total_deaths-total_confirmed
The recovery rate in Jordan higher than Malaysia.,total_recovered-total_confirmed
The death rate in UK is higher than Tunisia in April.,total_deaths-total_confirmed
The death rate in UK is higher than Nepal .,total_deaths-total_confirmed
The death rate in World is higher than Azerbaijan in February.,total_deaths-total_confirmed
The recovery rate in World higher than in Seychelles.,total_recovered-total_confirmed
The recovery rate in Britiain higher than Sweden.,total_recovered-total_confirmed
The recovery rate in Brunei higher than in Central African Republic.,total_recovered-total_confirmed
The death rate in Egypt is higher than Andorra in April.,total_deaths-total_confirmed
The death rate in San Marino risen between January and April.,total_deaths-total_confirmed
The recovery rate in Ecuador higher than Sri Lanka.,total_recovered-total_confirmed
The recovery rate in Tunisia higher than Israel.,total_recovered-total_confirmed
The death rate in Dominican Republic is higher than in Tanzania in April.,total_deaths-total_confirmed
The death rate in Japan is higher than in Kuwait in February.,total_deaths-total_confirmed
The death rate in Togo is higher than in Namibia in April.,total_deaths-total_confirmed
The recovery rate in Russia higher than in Kazakhstan.,total_recovered-total_confirmed
The recovery rate in Iran higher than Oman.,total_recovered-total_confirmed
The death rate in Japan is higher than Jamaica .,total_deaths-total_confirmed
The recovery rate in China higher than in Cuba.,total_recovered-total_confirmed
The death rate in Peru is higher than Uzbekistan .,total_deaths-total_confirmed
The death rate in Philippines is higher than in Uzbekistan in February.,total_deaths-total_confirmed
The recovery rate in Costa Rica higher than in Israel.,total_recovered-total_confirmed
The death rate in Argentina is higher than Guinea in April.,total_deaths-total_confirmed
The death rate in Ireland is higher than in Vietnam in April.,total_deaths-total_confirmed
The death rate in San Marino is higher than in Finland in April.,total_deaths-total_confirmed
The recovery rate in United States higher than in Slovenia.,total_recovered-total_confirmed
The recovery rate in Thailand higher than in Armenia.,total_recovered-total_confirmed
The death rate in Turkey is higher than in Cote d'Ivoire in March.,total_deaths-total_confirmed
The recovery rate in Guyana higher than in Philippines.,total_recovered-total_confirmed
The death rate in Britiain is higher than in Saint Vincent and the Grenadines .,total_deaths-total_confirmed
The death rate in Spain is higher than Lebanon in March.,total_deaths-total_confirmed
The death rate in Thailand is higher than Kuwait .,total_deaths-total_confirmed
The death rate in Chile is higher than Namibia in March.,total_deaths-total_confirmed
The recovery rate in Bangladesh higher than Serbia.,total_recovered-total_confirmed
The death rate in Bolivia is higher than in Ethiopia in March.,total_deaths-total_confirmed
The death rate in Czechia is higher than in Saint Lucia in April.,total_deaths-total_confirmed
The death rate in Austria is higher than in Liberia in March.,total_deaths-total_confirmed
The recovery rate in Peru higher than Estonia.,total_recovered-total_confirmed
The recovery rate in Bahrain higher than Singapore.,total_recovered-total_confirmed
The death rate in France is higher than Portugal in March.,total_deaths-total_confirmed
The recovery rate in Finland higher than in Ecuador.,total_recovered-total_confirmed
The death rate in Jamaica is higher than Jordan in April.,total_deaths-total_confirmed
The death rate in Thailand is higher than Cote d'Ivoire .,total_deaths-total_confirmed
The recovery rate in Greece higher than in Holy See.,total_recovered-total_confirmed
The death rate in Ireland is higher than in Chile .,total_deaths-total_confirmed
The death rate in Hungary is higher than in Bahrain in April.,total_deaths-total_confirmed
The death rate in Antigua and Barbuda is higher than Singapore in April.,total_deaths-total_confirmed
The death rate in Philippines is higher than in Ecuador in February.,total_deaths-total_confirmed
The death rate in Paraguay is higher than in Ukraine in March.,total_deaths-total_confirmed
The death rate in Switzerland is higher than Monaco in April.,total_deaths-total_confirmed
The recovery rate in Trinidad and Tobago higher than in Israel.,total_recovered-total_confirmed
The death rate in Egypt is higher than Armenia .,total_deaths-total_confirmed
The death rate in Argentina is higher than Morocco .,total_deaths-total_confirmed
The death rate in Trinidad and Tobago is higher than in Portugal in March.,total_deaths-total_confirmed
The recovery rate in Portugal higher than Armenia.,total_recovered-total_confirmed
The death rate in US is higher than in Denmark .,total_deaths-total_confirmed
The death rate in Iran is higher than in South Korea in April.,total_deaths-total_confirmed
The death rate in Mexico is higher than Congo (Brazzaville) in March.,total_deaths-total_confirmed
The death rate in Afghanistan is higher than Kuwait in March.,total_deaths-total_confirmed
The death rate in Czechia is higher than in Cyprus .,total_deaths-total_confirmed
The death rate in Croatia is higher than Saint Lucia in April.,total_deaths-total_confirmed
The recovery rate in Indonesia higher than Central African Republic.,total_recovered-total_confirmed
The death rate in Slovenia is higher than in Guinea in March.,total_deaths-total_confirmed
The recovery rate in Bulgaria higher than in Kuwait.,total_recovered-total_confirmed
The death rate in Slovenia is higher than Pakistan in April.,total_deaths-total_confirmed
The recovery rate in Honduras higher than Saint Lucia.,total_recovered-total_confirmed
"The recovery rate in Korea, South higher than South Africa.",total_recovered-total_confirmed
The recovery rate in North Macedonia higher than Belarus.,total_recovered-total_confirmed
The death rate in Latvia is higher than Gabon .,total_deaths-total_confirmed
The death rate in Paraguay is higher than Iceland in March.,total_deaths-total_confirmed
The death rate in Ghana is higher than in Georgia in March.,total_deaths-total_confirmed
The recovery rate in Venezuela higher than Uzbekistan.,total_recovered-total_confirmed
The death rate in Egypt is higher than in Maldives in April.,total_deaths-total_confirmed
The death rate in Kuwait is higher than in Saint Vincent and the Grenadines .,total_deaths-total_confirmed
The death rate in Hungary is higher than Monaco in April.,total_deaths-total_confirmed
The death rate in Croatia is higher than Holy See in April.,total_deaths-total_confirmed
The death rate in Indonesia is higher than in Slovenia in March.,total_deaths-total_confirmed
The death rate in United Kingdom is higher than Somalia in April.,total_deaths-total_confirmed
The recovery rate in Spain higher than South Africa.,total_recovered-total_confirmed
The death rate in France is higher than in Qatar in March.,total_deaths-total_confirmed
The death rate in South Korea is higher than in Monaco in February.,total_deaths-total_confirmed
The death rate in Nigeria is higher than Guatemala .,total_deaths-total_confirmed
The death rate in Colombia is higher than in Ethiopia in March.,total_deaths-total_confirmed
The death rate in Sudan is higher than Singapore in March.,total_deaths-total_confirmed
The recovery rate in Turkey higher than Sri Lanka.,total_recovered-total_confirmed
The death rate in Norway is higher than in Jordan in April.,total_deaths-total_confirmed
The recovery rate in Austria higher than in Ethiopia.,total_recovered-total_confirmed
The recovery rate in Taiwan* higher than in Pakistan.,total_recovered-total_confirmed
The death rate in Egypt is higher than Dominican Republic in March.,total_deaths-total_confirmed
The death rate in North Macedonia rose between January and March.,total_deaths-total_confirmed
The death rate in Romania rose between March and April.,total_deaths-total_confirmed
The recovery rate in Bulgaria higher than in Belarus.,total_recovered-total_confirmed
The death rate in Argentina is higher than Nepal in April.,total_deaths-total_confirmed
The recovery rate in Andorra higher than Seychelles.,total_recovered-total_confirmed
The death rate in Iran is higher than Sri Lanka .,total_deaths-total_confirmed
The death rate in Morocco is higher than Namibia in April.,total_deaths-total_confirmed
The death rate in San Marino is higher than Andorra in April.,total_deaths-total_confirmed
The recovery rate in Philippines higher than in Luxembourg.,total_recovered-total_confirmed
The death rate in North Macedonia risen between January and March.,total_deaths-total_confirmed
The death rate in Guyana is higher than in Ireland in March.,total_deaths-total_confirmed
The death rate in Dominican Republic is higher than Eswatini .,total_deaths-total_confirmed
The death rate in Sri Lanka is higher than in Saudi Arabia in March.,total_deaths-total_confirmed
The death rate in Hungary is higher than in Bahrain .,total_deaths-total_confirmed
The death rate in Iran is higher than in Bulgaria .,total_deaths-total_confirmed
The death rate in Uruguay is higher than in Malta in March.,total_deaths-total_confirmed
The death rate in Finland is higher than in Cambodia in April.,total_deaths-total_confirmed
The death rate in Denmark is higher than in Switzerland in March.,total_deaths-total_confirmed
The recovery rate in Algeria higher than in United Arab Emirates.,total_recovered-total_confirmed
The death rate in Mauritania is higher than Austria in April.,total_deaths-total_confirmed
The recovery rate in Mauritania higher than in United States.,total_recovered-total_confirmed
The recovery rate in Cameroon higher than Liberia.,total_recovered-total_confirmed
The recovery rate in Portugal higher than in Vietnam.,total_recovered-total_confirmed
The death rate in Russia is higher than in Seychelles in April.,total_deaths-total_confirmed
The recovery rate in US higher than Guatemala.,total_recovered-total_confirmed
The death rate in Bolivia is higher than Moldova .,total_deaths-total_confirmed
The recovery rate in Kosovo higher than Senegal.,total_recovered-total_confirmed
The recovery rate in Trinidad and Tobago higher than in Japan.,total_recovered-total_confirmed
The death rate in United Kingdom is higher than Burkina Faso .,total_deaths-total_confirmed
The death rate in Colombia is higher than South Africa in April.,total_deaths-total_confirmed
The death rate in Romania is higher than Chile .,total_deaths-total_confirmed
The death rate in Togo is higher than Argentina .,total_deaths-total_confirmed
The recovery rate in Cuba higher than Ukraine.,total_recovered-total_confirmed
The recovery rate in Germany higher than Bangladesh.,total_recovered-total_confirmed
The recovery rate in India higher than in Brunei.,total_recovered-total_confirmed
The recovery rate in Nigeria higher than Kazakhstan.,total_recovered-total_confirmed
The death rate in Lebanon is higher than Germany in March.,total_deaths-total_confirmed
The death rate in Azerbaijan is higher than in Lithuania in March.,total_deaths-total_confirmed
The recovery rate in USA higher than Kazakhstan.,total_recovered-total_confirmed
The death rate in China is higher than in Lithuania in January.,total_deaths-total_confirmed
The recovery rate in Ethiopia higher than in Thailand.,total_recovered-total_confirmed
The death rate in Sudan is higher than in Peru in March.,total_deaths-total_confirmed
The death rate in Turkey is higher than in Holy See in April.,total_deaths-total_confirmed
The death rate in Iraq is higher than Costa Rica in March.,total_deaths-total_confirmed
The death rate in Belgium is higher than Eswatini .,total_deaths-total_confirmed
The recovery rate in Ecuador higher than in Moldova.,total_recovered-total_confirmed
The death rate in Bangladesh is higher than Eswatini .,total_deaths-total_confirmed
The death rate in Slovenia is higher than in Armenia .,total_deaths-total_confirmed
The death rate in Bulgaria is higher than in Congo (Brazzaville) in March.,total_deaths-total_confirmed
The death rate in United Kingdom is higher than in Monaco in March.,total_deaths-total_confirmed
The death rate in Bosnia and Herzegovina grew .,total_deaths-total_confirmed
The recovery rate in Andorra higher than North Macedonia.,total_recovered-total_confirmed
The death rate in France is higher than Malaysia in April.,total_deaths-total_confirmed
The recovery rate in Trinidad and Tobago higher than Qatar.,total_recovered-total_confirmed
The death rate in Jamaica risen between January and April.,total_deaths-total_confirmed
The recovery rate in Guyana higher than in Lebanon.,total_recovered-total_confirmed
The death rate in Iceland increased between January and March.,total_deaths-total_confirmed
The death rate in Saudi Arabia is higher than Seychelles in March.,total_deaths-total_confirmed
The death rate in Italy is higher than in Liberia in March.,total_deaths-total_confirmed
The death rate in Azerbaijan grew .,total_deaths-total_confirmed
The recovery rate in United States higher than in Sri Lanka.,total_recovered-total_confirmed
The death rate in Cyprus is higher than Saudi Arabia in April.,total_deaths-total_confirmed
The death rate in Sudan is higher than in Australia in April.,total_deaths-total_confirmed
The recovery rate in San Marino higher than in Austria.,total_recovered-total_confirmed
The recovery rate in Belgium higher than Lebanon.,total_recovered-total_confirmed
The death rate in United States is higher than Bulgaria .,total_deaths-total_confirmed
The death rate in Bulgaria is higher than in New Zealand .,total_deaths-total_confirmed
The death rate in Germany is higher than Sri Lanka in April.,total_deaths-total_confirmed
The death rate in Suriname is higher than Ethiopia .,total_deaths-total_confirmed
The recovery rate in Morocco higher than Belgium.,total_recovered-total_confirmed
The death rate in Tanzania is higher than in Bangladesh .,total_deaths-total_confirmed
The recovery rate in Egypt higher than Taiwan*.,total_recovered-total_confirmed
The death rate in Georgia is higher than Sri Lanka in April.,total_deaths-total_confirmed
The death rate in Bolivia is higher than Estonia in March.,total_deaths-total_confirmed
The recovery rate in Andorra higher than in Nepal.,total_recovered-total_confirmed
The death rate in Lithuania is higher than in Ukraine in April.,total_deaths-total_confirmed
The recovery rate in Italy higher than Morocco.,total_recovered-total_confirmed
The recovery rate in China higher than Cambodia.,total_recovered-total_confirmed
The recovery rate in United States higher than Czechia.,total_recovered-total_confirmed
The death rate in Venezuela is higher than Ethiopia in April.,total_deaths-total_confirmed
The recovery rate in Cyprus higher than in Guinea.,total_recovered-total_confirmed
The recovery rate in World higher than in Senegal.,total_recovered-total_confirmed
The death rate in Brazil is higher than in Costa Rica in March.,total_deaths-total_confirmed
The death rate in Bolivia is higher than Guatemala .,total_deaths-total_confirmed
The death rate in Cote d'Ivoire grew between February and April.,total_deaths-total_confirmed
The death rate in Spain is higher than Seychelles .,total_deaths-total_confirmed
The death rate in Malaysia is higher than in Guinea .,total_deaths-total_confirmed
The death rate in Monaco is higher than Somalia in March.,total_deaths-total_confirmed
The death rate in North Macedonia is higher than in Jordan in March.,total_deaths-total_confirmed
The death rate in Romania is higher than in Kazakhstan in March.,total_deaths-total_confirmed
The recovery rate in US higher than in New Zealand.,total_recovered-total_confirmed
The death rate in Croatia is higher than in Benin in April.,total_deaths-total_confirmed
The death rate in Cameroon rose between February and April.,total_deaths-total_confirmed
"The recovery rate in Korea, South higher than in Bangladesh.",total_recovered-total_confirmed
The death rate in Bangladesh is higher than New Zealand in April.,total_deaths-total_confirmed
The recovery rate in United States higher than Tunisia.,total_recovered-total_confirmed
The death rate in Spain is higher than in Namibia in March.,total_deaths-total_confirmed
The recovery rate in Armenia higher than Gabon.,total_recovered-total_confirmed
The death rate in Morocco is higher than in Namibia in April.,total_deaths-total_confirmed
The death rate in Bolivia is higher than Thailand in April.,total_deaths-total_confirmed
The death rate in United Kingdom is higher than in US in April.,total_deaths-total_confirmed
The recovery rate in United Kingdom higher than in Costa Rica.,total_recovered-total_confirmed
The death rate in Liberia is higher than in Kenya .,total_deaths-total_confirmed
The death rate in World is higher than Portugal in March.,total_deaths-total_confirmed
The recovery rate in Ireland higher than Somalia.,total_recovered-total_confirmed
The death rate in Burkina Faso is higher than in Central African Republic in April.,total_deaths-total_confirmed
The death rate in Tunisia is higher than Namibia .,total_deaths-total_confirmed
The recovery rate in Kenya higher than Ethiopia.,total_recovered-total_confirmed
The recovery rate in US higher than Central African Republic.,total_recovered-total_confirmed
The recovery rate in Colombia higher than Antigua and Barbuda.,total_recovered-total_confirmed
The recovery rate in UK higher than Cyprus.,total_recovered-total_confirmed
The death rate in Antigua and Barbuda is higher than Azerbaijan in April.,total_deaths-total_confirmed
The recovery rate in Guyana higher than Czechia.,total_recovered-total_confirmed
"The death rate in Sudan is higher than in Korea, South in March.",total_deaths-total_confirmed
The recovery rate in Nigeria higher than Panama.,total_recovered-total_confirmed
The death rate in Slovakia is higher than Cote d'Ivoire in April.,total_deaths-total_confirmed
The death rate in Romania is higher than Oman in March.,total_deaths-total_confirmed
"The death rate in Korea, South is higher than Azerbaijan in February.",total_deaths-total_confirmed
The death rate in Ireland is higher than Bulgaria .,total_deaths-total_confirmed
The death rate in Honduras is higher than in Moldova in April.,total_deaths-total_confirmed
The recovery rate in United Kingdom higher than in Seychelles.,total_recovered-total_confirmed
The death rate in Bolivia is higher than in Vietnam in April.,total_deaths-total_confirmed
The recovery rate in Suriname higher than Equatorial Guinea.,total_recovered-total_confirmed
The death rate in Italy is higher than Peru in April.,total_deaths-total_confirmed
The death rate in Congo (Kinshasa) is higher than Uruguay in March.,total_deaths-total_confirmed
The recovery rate in Chile higher than in Brunei.,total_recovered-total_confirmed
The death rate in China is higher than in Indonesia in January.,total_deaths-total_confirmed
The death rate in USA is higher than Romania in April.,total_deaths-total_confirmed
The death rate in Philippines is higher than in Peru in April.,total_deaths-total_confirmed
The recovery rate in Denmark higher than Croatia.,total_recovered-total_confirmed
The death rate in Cuba is higher than Cambodia in March.,total_deaths-total_confirmed
The death rate in Trinidad and Tobago is higher than Togo in March.,total_deaths-total_confirmed
The death rate in Venezuela is higher than in Georgia in April.,total_deaths-total_confirmed
The recovery rate in Indonesia higher than Luxembourg.,total_recovered-total_confirmed
The recovery rate in Taiwan* higher than in Somalia.,total_recovered-total_confirmed
The death rate in Philippines is higher than Saint Vincent and the Grenadines .,total_deaths-total_confirmed
The recovery rate in Afghanistan higher than Saudi Arabia.,total_recovered-total_confirmed
The recovery rate in Bosnia and Herzegovina higher than Congo (Brazzaville).,total_recovered-total_confirmed
The recovery rate in Portugal higher than in Belarus.,total_recovered-total_confirmed
The death rate in Kosovo is higher than Benin in April.,total_deaths-total_confirmed
The recovery rate in Brazil higher than Poland.,total_recovered-total_confirmed
The recovery rate in Saudi Arabia higher than in Central African Republic.,total_recovered-total_confirmed
The death rate in Indonesia is higher than in Albania in March.,total_deaths-total_confirmed
The recovery rate in Andorra higher than in Seychelles.,total_recovered-total_confirmed
The death rate in USA is higher than in South Korea in April.,total_deaths-total_confirmed
The recovery rate in Japan higher than Belgium.,total_recovered-total_confirmed
The recovery rate in Morocco higher than in Moldova.,total_recovered-total_confirmed
The death rate in Kenya is higher than in Turkey .,total_deaths-total_confirmed
The death rate in Indonesia is higher than in Seychelles .,total_deaths-total_confirmed
The death rate in Spain is higher than Qatar in April.,total_deaths-total_confirmed
The death rate in Congo (Kinshasa) is higher than in Liberia in March.,total_deaths-total_confirmed
The recovery rate in Jamaica higher than in Nepal.,total_recovered-total_confirmed
The death rate in Belarus is higher than in Qatar in March.,total_deaths-total_confirmed
The death rate in Belgium is higher than in Denmark .,total_deaths-total_confirmed
The recovery rate in United States higher than in Georgia.,total_recovered-total_confirmed
The death rate in Ireland is higher than Vietnam in April.,total_deaths-total_confirmed
The death rate in Cameroon is higher than in Serbia in April.,total_deaths-total_confirmed
The recovery rate in Morocco higher than in Bhutan.,total_recovered-total_confirmed
The recovery rate in Ireland higher than Jordan.,total_recovered-total_confirmed
The death rate in Philippines is higher than Cameroon in April.,total_deaths-total_confirmed
The recovery rate in Belgium higher than Somalia.,total_recovered-total_confirmed
The death rate in Andorra is higher than Kenya in March.,total_deaths-total_confirmed
The death rate in Ethiopia is higher than Rwanda .,total_deaths-total_confirmed
The death rate in Venezuela is higher than Cote d'Ivoire .,total_deaths-total_confirmed
The recovery rate in Sudan higher than Senegal.,total_recovered-total_confirmed
The recovery rate in Gabon higher than Mexico.,total_recovered-total_confirmed
The death rate in Uruguay is higher than in Senegal .,total_deaths-total_confirmed
The recovery rate in Antigua and Barbuda higher than in Namibia.,total_recovered-total_confirmed
The death rate in Philippines is higher than Central African Republic in March.,total_deaths-total_confirmed
The recovery rate in Romania higher than in Bahrain.,total_recovered-total_confirmed
The recovery rate in France higher than Taiwan*.,total_recovered-total_confirmed
The death rate in Oman is higher than in Seychelles .,total_deaths-total_confirmed
The death rate in Hungary is higher than in Guinea in March.,total_deaths-total_confirmed
The death rate in Mexico is higher than Ecuador .,total_deaths-total_confirmed
The death rate in Moldova is higher than Nepal in April.,total_deaths-total_confirmed
The death rate in Hungary grew between February and April.,total_deaths-total_confirmed
The recovery rate in Sudan higher than Bolivia.,total_recovered-total_confirmed
The death rate in Philippines is higher than in Ukraine .,total_deaths-total_confirmed
The recovery rate in Italy higher than Egypt.,total_recovered-total_confirmed
The recovery rate in Britiain higher than in Cameroon.,total_recovered-total_confirmed
The death rate in Bulgaria grew between February and March.,total_deaths-total_confirmed
The recovery rate in Japan higher than in Oman.,total_recovered-total_confirmed
The death rate in Dominican Republic is higher than in Luxembourg in April.,total_deaths-total_confirmed
The death rate in Sudan is higher than Bhutan in April.,total_deaths-total_confirmed
The death rate in Argentina is higher than Lebanon .,total_deaths-total_confirmed
The death rate in Monaco is higher than Malaysia .,total_deaths-total_confirmed
The recovery rate in UK higher than Serbia.,total_recovered-total_confirmed
The death rate in Belgium is higher than Equatorial Guinea in April.,total_deaths-total_confirmed
The death rate in Ireland is higher than Chile .,total_deaths-total_confirmed
The death rate in China is higher than Costa Rica in March.,total_deaths-total_confirmed
The recovery rate in Sweden higher than Australia.,total_recovered-total_confirmed
The recovery rate in Germany higher than Guinea.,total_recovered-total_confirmed
The recovery rate in Spain higher than in Romania.,total_recovered-total_confirmed
The death rate in Portugal is higher than Malta in March.,total_deaths-total_confirmed
The death rate in France is higher than in Cambodia in February.,total_deaths-total_confirmed
The death rate in Venezuela is higher than in Ethiopia in April.,total_deaths-total_confirmed
The recovery rate in US higher than in Tunisia.,total_recovered-total_confirmed
The death rate in Hungary is higher than Guinea in March.,total_deaths-total_confirmed
The recovery rate in France higher than Sri Lanka.,total_recovered-total_confirmed
The death rate in Finland is higher than in Paraguay in April.,total_deaths-total_confirmed
The recovery rate in Cyprus higher than Congo (Brazzaville).,total_recovered-total_confirmed
The recovery rate in Mauritania higher than in Romania.,total_recovered-total_confirmed
The death rate in Italy is higher than South Korea in February.,total_deaths-total_confirmed
The recovery rate in Japan higher than in Peru.,total_recovered-total_confirmed
The death rate in Poland is higher than Saint Lucia in April.,total_deaths-total_confirmed
The death rate in USA is higher than Rwanda in February.,total_deaths-total_confirmed
The recovery rate in Burkina Faso higher than in Armenia.,total_recovered-total_confirmed
The recovery rate in Ukraine higher than Cote d'Ivoire.,total_recovered-total_confirmed
The death rate in Lithuania is higher than in Bhutan in March.,total_deaths-total_confirmed
